web_scraper_order,web_scraper_start_url,pagination,book link,title,rating,price,stock,category,UPC,rating_word,rating_num,cluster,Genre,Genre_label
1771420795-894,https://books.toscrape.com/catalogue/category/books_1/index.html,https://books.toscrape.com/catalogue/category/books_1/page-6.html,https://books.toscrape.com/catalogue/forever-and-forever-the-courtship-of-henry-longfellow-and-fanny-appleton_894/index.html,Forever and Forever: The Courtship of Henry Longfellow and Fanny Appleton,star-rating Three,29.69,In stock (16 available),Historical Fiction,9beb96a2300109d7,Three,3,1,Cluster_1,1
1771420798-895,https://books.toscrape.com/catalogue/category/books_1/index.html,https://books.toscrape.com/catalogue/category/books_1/page-6.html,https://books.toscrape.com/catalogue/giant-days-vol-2-giant-days-5-8_895/index.html,"Giant Days, Vol. 2 (Giant Days #5-8)",star-rating Two,22.11,In stock (16 available),Sequential Art,f2df3bb043a8abb0,Two,2,2,Cluster_2,2
1771420800-896,https://books.toscrape.com/catalogue/category/books_1/index.html,https://books.toscrape.com/catalogue/category/books_1/page-6.html,https://books.toscrape.com/catalogue/her-backup-boyfriend-the-sorensen-family-1_896/index.html,Her Backup Boyfriend (The Sorensen Family #1),star-rating One,33.97,In stock (16 available),Romance,2a97cffe61c3c4c7,One,1,2,Cluster_2,2
1771420802-897,https://books.toscrape.com/catalogue/category/books_1/index.html,https://books.toscrape.com/catalogue/category/books_1/page-6.html,https://books.toscrape.com/catalogue/how-to-be-miserable-40-strategies-you-already-use_897/index.html,How to Be Miserable: 40 Strategies You Already Use,star-rating One,46.03,In stock (16 available),Self Help,a6f99b9e687f9d46,One,1,0,Cluster_0,0
1771420804-898,https://books.toscrape.com/catalogue/category/books_1/index.html,https://books.toscrape.com/catalogue/category/books_1/page-6.html,https://books.toscrape.com/catalogue/i-am-a-hero-omnibus-volume-1_898/index.html,I am a Hero Omnibus Volume 1,star-rating Three,54.63,In stock (16 available),Sequential Art,1c89ae5bb804e4de,Three,3,3,Cluster_3,3
1771420806-899,https://books.toscrape.com/catalogue/category/books_1/index.html,https://books.toscrape.com/catalogue/category/books_1/page-6.html,https://books.toscrape.com/catalogue/i-hate-fairyland-vol-1-madly-ever-after-i-hate-fairyland-compilations-1-5_899/index.html,"I Hate Fairyland, Vol. 1: Madly Ever After (I Hate Fairyland (Compilations) #1-5)",star-rating Two,29.17,In stock (16 available),Sequential Art,8d4eefad7a2b3915,Two,2,2,Cluster_2,2
1771420809-900,https://books.toscrape.com/catalogue/category/books_1/index.html,https://books.toscrape.com/catalogue/category/books_1/page-6.html,https://books.toscrape.com/catalogue/immunity-how-elie-metchnikoff-changed-the-course-of-modern-medicine_900/index.html,Immunity: How Elie Metchnikoff Changed the Course of Modern Medicine,star-rating Five,57.36,In stock (16 available),Science,e4f74c16de34d440,Five,5,3,Cluster_3,3
1771420811-901,https://books.toscrape.com/catalogue/category/books_1/index.html,https://books.toscrape.com/catalogue/category/books_1/page-5.html,https://books.toscrape.com/catalogue/in-the-country-we-love-my-family-divided_901/index.html,In the Country We Love: My Family Divided,star-rating Four,22.0,In stock (16 available),Nonfiction,b136b1b180ca753a,Four,4,1,Cluster_1,1
1771420813-902,https://books.toscrape.com/catalogue/category/books_1/index.html,https://books.toscrape.com/catalogue/category/books_1/page-5.html,https://books.toscrape.com/catalogue/join_902/index.html,Join,star-rating Five,35.67,In stock (16 available),Science Fiction,18ad3ed896c7ce05,Five,5,3,Cluster_3,3
1771420815-903,https://books.toscrape.com/catalogue/category/books_1/index.html,https://books.toscrape.com/catalogue/category/books_1/page-5.html,https://books.toscrape.com/catalogue/judo-seven-steps-to-black-belt-an-introductory-guide-for-beginners_903/index.html,Judo: Seven Steps to Black Belt (an Introductory Guide for Beginners),star-rating Two,53.9,In stock (16 available),Add a comment,228f74b74f3a08ae,Two,2,0,Cluster_0,0
1771420817-904,https://books.toscrape.com/catalogue/category/books_1/index.html,https://books.toscrape.com/catalogue/category/books_1/page-5.html,https://books.toscrape.com/catalogue/layered-baking-building-and-styling-spectacular-cakes_904/index.html,"Layered: Baking, Building, and Styling Spectacular Cakes",star-rating One,40.11,In stock (16 available),Food and Drink,7b75cc7f223791f4,One,1,0,Cluster_0,0
1771420819-905,https://books.toscrape.com/catalogue/category/books_1/index.html,https://books.toscrape.com/catalogue/category/books_1/page-5.html,https://books.toscrape.com/catalogue/lumberjanes-vol-3-a-terrible-plan-lumberjanes-9-12_905/index.html,Lumberjanes Vol. 3: A Terrible Plan (Lumberjanes #9-12),star-rating Two,19.92,In stock (16 available),Sequential Art,57e5a4d515c8ce44,Two,2,2,Cluster_2,2
1771420822-906,https://books.toscrape.com/catalogue/category/books_1/index.html,https://books.toscrape.com/catalogue/category/books_1/page-5.html,https://books.toscrape.com/catalogue/lumberjanes-vol-1-beware-the-kitten-holy-lumberjanes-1-4_906/index.html,"Lumberjanes, Vol. 1: Beware the Kitten Holy (Lumberjanes #1-4)",star-rating Three,45.61,In stock (16 available),Sequential Art,b6ee99bcf06fc91f,Three,3,3,Cluster_3,3
1771420824-907,https://books.toscrape.com/catalogue/category/books_1/index.html,https://books.toscrape.com/catalogue/category/books_1/page-5.html,https://books.toscrape.com/catalogue/lumberjanes-vol-2-friendship-to-the-max-lumberjanes-5-8_907/index.html,"Lumberjanes, Vol. 2: Friendship to the Max (Lumberjanes #5-8)",star-rating Two,46.91,In stock (16 available),Sequential Art,460089f796fb3f82,Two,2,0,Cluster_0,0
1771420826-908,https://books.toscrape.com/catalogue/category/books_1/index.html,https://books.toscrape.com/catalogue/category/books_1/page-5.html,https://books.toscrape.com/catalogue/mama-tried-traditional-italian-cooking-for-the-screwed-crude-vegan-and-tattooed_908/index.html,"Mama Tried: Traditional Italian Cooking for the Screwed, Crude, Vegan, and Tattooed",star-rating Four,14.02,In stock (16 available),Food and Drink,72f9d5be3472d34e,Four,4,1,Cluster_1,1
1771420828-909,https://books.toscrape.com/catalogue/category/books_1/index.html,https://books.toscrape.com/catalogue/category/books_1/page-5.html,https://books.toscrape.com/catalogue/masks-and-shadows_909/index.html,Masks and Shadows,star-rating Two,56.4,In stock (16 available),Fantasy,fa9610a50a1bf149,Two,2,0,Cluster_0,0
1771420830-910,https://books.toscrape.com/catalogue/category/books_1/index.html,https://books.toscrape.com/catalogue/category/books_1/page-5.html,https://books.toscrape.com/catalogue/my-paris-kitchen-recipes-and-stories_910/index.html,My Paris Kitchen: Recipes and Stories,star-rating Two,33.37,In stock (16 available),Food and Drink,784bc2279baa878d,Two,2,2,Cluster_2,2
1771420833-911,https://books.toscrape.com/catalogue/category/books_1/index.html,https://books.toscrape.com/catalogue/category/books_1/page-5.html,https://books.toscrape.com/catalogue/obsidian-lux-1_911/index.html,Obsidian (Lux #1),star-rating Two,14.86,In stock (16 available),Young Adult,3c346ab1e76ae1f6,Two,2,2,Cluster_2,2
1771420835-912,https://books.toscrape.com/catalogue/category/books_1/index.html,https://books.toscrape.com/catalogue/category/books_1/page-5.html,https://books.toscrape.com/catalogue/on-a-midnight-clear_912/index.html,On a Midnight Clear,star-rating Three,14.07,In stock (16 available),Add a comment,b757c0c361e689ce,Three,3,1,Cluster_1,1
1771420837-913,https://books.toscrape.com/catalogue/category/books_1/index.html,https://books.toscrape.com/catalogue/category/books_1/page-5.html,https://books.toscrape.com/catalogue/online-marketing-for-busy-authors-a-step-by-step-guide_913/index.html,Online Marketing for Busy Authors: A Step-By-Step Guide,star-rating One,46.35,In stock (16 available),Self Help,9ffa38d3b832433a,One,1,0,Cluster_0,0
1771420839-914,https://books.toscrape.com/catalogue/category/books_1/index.html,https://books.toscrape.com/catalogue/category/books_1/page-5.html,https://books.toscrape.com/catalogue/orange-the-complete-collection-1-orange-the-complete-collection-1_914/index.html,orange: The Complete Collection 1 (orange: The Complete Collection #1),star-rating One,48.41,In stock (16 available),Sequential Art,11809b1d323b3057,One,1,0,Cluster_0,0
1771420841-915,https://books.toscrape.com/catalogue/category/books_1/index.html,https://books.toscrape.com/catalogue/category/books_1/page-5.html,https://books.toscrape.com/catalogue/outcast-vol-1-a-darkness-surrounds-him-outcast-1_915/index.html,"Outcast, Vol. 1: A Darkness Surrounds Him (Outcast #1)",star-rating Four,15.44,In stock (16 available),Sequential Art,889139b8e9c4cb36,Four,4,1,Cluster_1,1
1771420844-916,https://books.toscrape.com/catalogue/category/books_1/index.html,https://books.toscrape.com/catalogue/category/books_1/page-5.html,https://books.toscrape.com/catalogue/patience_916/index.html,Patience,star-rating Three,10.16,In stock (16 available),Sequential Art,9429b4d59c537af5,Three,3,1,Cluster_1,1
1771420846-917,https://books.toscrape.com/catalogue/category/books_1/index.html,https://books.toscrape.com/catalogue/category/books_1/page-5.html,https://books.toscrape.com/catalogue/political-suicide-missteps-peccadilloes-bad-calls-backroom-hijinx-sordid-pasts-rotten-breaks-and-just-plain-dumb-mistakes-in-the-annals-of-american-politics_917/index.html,"Political Suicide: Missteps, Peccadilloes, Bad Calls, Backroom Hijinx, Sordid Pasts, Rotten Breaks, and Just Plain Dumb Mistakes in the Annals of American Politics",star-rating Two,36.28,In stock (16 available),History,7392c0032f92d816,Two,2,0,Cluster_0,0
1771420848-918,https://books.toscrape.com/catalogue/category/books_1/index.html,https://books.toscrape.com/catalogue/category/books_1/page-5.html,https://books.toscrape.com/catalogue/pop-gun-war-volume-1-gift_918/index.html,"Pop Gun War, Volume 1: Gift",star-rating One,18.97,In stock (16 available),Sequential Art,e80f8e518b300dfe,One,1,2,Cluster_2,2
1771420850-919,https://books.toscrape.com/catalogue/category/books_1/index.html,https://books.toscrape.com/catalogue/category/books_1/page-5.html,https://books.toscrape.com/catalogue/princess-between-worlds-wide-awake-princess-5_919/index.html,Princess Between Worlds (Wide-Awake Princess #5),star-rating Five,13.34,In stock (16 available),Fantasy,0e691eda369f4e09,Five,5,1,Cluster_1,1
1771420852-920,https://books.toscrape.com/catalogue/category/books_1/index.html,https://books.toscrape.com/catalogue/category/books_1/page-5.html,https://books.toscrape.com/catalogue/princess-jellyfish-2-in-1-omnibus-vol-01-princess-jellyfish-2-in-1-omnibus-1_920/index.html,"Princess Jellyfish 2-in-1 Omnibus, Vol. 01 (Princess Jellyfish 2-in-1 Omnibus #1)",star-rating Five,13.61,In stock (16 available),Sequential Art,0fa6dceead7ce47a,Five,5,1,Cluster_1,1
1771420854-921,https://books.toscrape.com/catalogue/category/books_1/index.html,https://books.toscrape.com/catalogue/category/books_1/page-4.html,https://books.toscrape.com/catalogue/rat-queens-vol-3-demons-rat-queens-collected-editions-11-15_921/index.html,"Rat Queens, Vol. 3: Demons (Rat Queens (Collected Editions) #11-15)",star-rating Three,50.4,In stock (16 available),Sequential Art,c82a3e358c773c73,Three,3,3,Cluster_3,3
1771420857-922,https://books.toscrape.com/catalogue/category/books_1/index.html,https://books.toscrape.com/catalogue/category/books_1/page-4.html,https://books.toscrape.com/catalogue/reskilling-america-learning-to-labor-in-the-twenty-first-century_922/index.html,Reskilling America: Learning to Labor in the Twenty-First Century,star-rating Two,19.83,In stock (16 available),Nonfiction,d7310206583a54b6,Two,2,2,Cluster_2,2
1771420859-923,https://books.toscrape.com/catalogue/category/books_1/index.html,https://books.toscrape.com/catalogue/category/books_1/page-4.html,https://books.toscrape.com/catalogue/saga-volume-5-saga-collected-editions-5_923/index.html,"Saga, Volume 5 (Saga (Collected Editions) #5)",star-rating Two,51.04,In stock (16 available),Sequential Art,53a3d11bb568cc8b,Two,2,0,Cluster_0,0
1771420861-924,https://books.toscrape.com/catalogue/category/books_1/index.html,https://books.toscrape.com/catalogue/category/books_1/page-4.html,https://books.toscrape.com/catalogue/saga-volume-6-saga-collected-editions-6_924/index.html,"Saga, Volume 6 (Saga (Collected Editions) #6)",star-rating Three,25.02,In stock (16 available),Fantasy,c849f0b2f5d6a742,Three,3,1,Cluster_1,1
1771420863-925,https://books.toscrape.com/catalogue/category/books_1/index.html,https://books.toscrape.com/catalogue/category/books_1/page-4.html,https://books.toscrape.com/catalogue/security_925/index.html,Security,star-rating Two,39.25,In stock (16 available),Horror,6f78a0d744c35456,Two,2,0,Cluster_0,0
1771420865-926,https://books.toscrape.com/catalogue/category/books_1/index.html,https://books.toscrape.com/catalogue/category/books_1/page-4.html,https://books.toscrape.com/catalogue/soul-reader_926/index.html,Soul Reader,star-rating Two,39.58,In stock (16 available),Default,e6af5bf1163c1151,Two,2,0,Cluster_0,0
1771420868-927,https://books.toscrape.com/catalogue/category/books_1/index.html,https://books.toscrape.com/catalogue/category/books_1/page-4.html,https://books.toscrape.com/catalogue/spark-joy-an-illustrated-master-class-on-the-art-of-organizing-and-tidying-up_927/index.html,Spark Joy: An Illustrated Master Class on the Art of Organizing and Tidying Up,star-rating Four,41.83,In stock (16 available),Nonfiction,87b0615b6e1f4d7b,Four,4,3,Cluster_3,3
1771420870-928,https://books.toscrape.com/catalogue/category/books_1/index.html,https://books.toscrape.com/catalogue/category/books_1/page-4.html,https://books.toscrape.com/catalogue/the-activists-tao-te-ching-ancient-advice-for-a-modern-revolution_928/index.html,The Activist's Tao Te Ching: Ancient Advice for a Modern Revolution,star-rating Five,32.24,In stock (16 available),Spirituality,7d6d2a6c0276f81b,Five,5,1,Cluster_1,1
1771420872-929,https://books.toscrape.com/catalogue/category/books_1/index.html,https://books.toscrape.com/catalogue/category/books_1/page-4.html,https://books.toscrape.com/catalogue/the-age-of-genius-the-seventeenth-century-and-the-birth-of-the-modern-mind_929/index.html,The Age of Genius: The Seventeenth Century and the Birth of the Modern Mind,star-rating One,19.73,In stock (16 available),History,a3d2a4250807f1e9,One,1,2,Cluster_2,2
1771420874-930,https://books.toscrape.com/catalogue/category/books_1/index.html,https://books.toscrape.com/catalogue/category/books_1/page-4.html,https://books.toscrape.com/catalogue/the-art-forger_930/index.html,The Art Forger,star-rating Three,40.76,In stock (16 available),Add a comment,80cfab6bcff3a244,Three,3,3,Cluster_3,3
1771420876-931,https://books.toscrape.com/catalogue/category/books_1/index.html,https://books.toscrape.com/catalogue/category/books_1/page-4.html,https://books.toscrape.com/catalogue/the-bulletproof-diet-lose-up-to-a-pound-a-day-reclaim-energy-and-focus-upgrade-your-life_931/index.html,"The Bulletproof Diet: Lose up to a Pound a Day, Reclaim Energy and Focus, Upgrade Your Life",star-rating Three,49.05,In stock (16 available),Health,43c6a960757cf559,Three,3,3,Cluster_3,3
1771420878-932,https://books.toscrape.com/catalogue/category/books_1/index.html,https://books.toscrape.com/catalogue/category/books_1/page-4.html,https://books.toscrape.com/catalogue/the-death-of-humanity-and-the-case-for-life_932/index.html,The Death of Humanity: and the Case for Life,star-rating Four,58.11,In stock (16 available),Philosophy,bd261725b99f5983,Four,4,3,Cluster_3,3
